iter	RMSE
374	351.8926483
375	350.4830697
376	346.8729022
377	345.4156487
378	344.1351298
379	342.7069905
380	339.0443428
381	337.7048952
382	336.3143923
383	332.9281049
384	331.6480719
385	330.2971767
386	329.0133393
387	325.7515229
388	324.5198188
389	323.2748468
390	320.0492879
391	318.8260343
392	317.5008558
393	314.3595128
394	313.1588859
395	311.9803595
396	308.8175713
397	307.6485897
398	306.5012249
399	305.3544987
400	302.4099965
401	301.2931303
402	298.2200352
403	297.1093904
404	296.0103205
405	293.1131267
406	292.0326184
407	289.2576906
408	288.1994611
409	287.1577884
410	286.1164245
411	283.4269138
412	282.4133904
413	279.5982536
414	278.5903951
415	277.5931473
416	274.8336721
417	273.8104343
418	272.7990965
419	270.0643564
420	269.0710211
421	268.1257878
422	265.6001708
423	264.6713179
424	263.7138783
425	261.16277
426	260.2227355
427	259.3270084
428	256.8805004
429	256.000472
430	255.0944966
431	252.6366594
432	251.7482064
433	250.8702018
434	250.002538
435	247.5302516
436	246.6014261
437	245.683887
438	243.3913913
439	242.5608893
440	240.3163087
441	239.5015124
442	237.9591037
443	237.0867957
444	236.2251503
445	233.936089
446	233.0914449
447	231.6207334
448	230.7918453
449	229.9731249
450	228.5462297
451	227.7428475
452	226.9493547
453	224.7856766
454	224.0080549
455	223.2938386
456	221.2471049
457	220.5861482
458	219.8937961
459	217.8713364
460	217.1260795
461	214.9744458
462	214.2428955
463	213.5828579
464	211.6893313
465	211.0761589
466	210.4360157
467	208.4814832
468	207.7893164
469	205.7723548
470	205.1872841
471	204.577093
472	202.8048744
473	202.1430858
474	201.5510709
475	199.8356761
476	199.2559256
477	198.683403
478	196.9915877
479	196.4307451
480	195.8769038
481	194.1006549
482	193.5581974
483	193.0225063
484	191.4152863
485	190.8907298
486	190.3727085
487	188.6211387
488	188.0425881
489	187.4722264
490	185.8601869
491	185.3016196
492	184.7509285
493	183.172138
494	182.6335716
495	182.1025548
496	180.5297774
497	180.1349367
498	179.6198292
499	178.2543217
500	177.8718542
501	176.4478881
502	176.0727079
503	175.702305
504	174.2273667
505	173.8639224
506	173.5051123
507	171.9217609
508	171.5691895
509	170.24389
510	169.8980645
511	168.8704527
512	168.5324928
513	168.0836263
514	166.6383992
515	166.1995878
516	165.2137843
517	164.9037874
518	163.4716167
519	163.1672207
520	162.8665928
521	162.5595156
522	161.261611
523	160.9700897
524	159.6136291
525	159.3275414
526	158.4152333
527	158.0209864
528	157.6323107
529	156.4068291
530	156.0846155
531	154.8066217
532	154.4984164
533	153.6552839
534	153.1886993
535	152.7304805
536	152.373458
537	151.9282561
538	151.5809089
539	150.3683085
540	150.0289441
541	149.6055993
542	149.2754087
543	148.8639662
544	148.5426845
545	147.3238959
546	147.009852
547	146.6190017
548	146.3442501
549	145.2111995
550	144.9160826
551	144.6502306
552	143.8960272
553	143.530502
554	143.1713716
555	142.8933702
556	141.8136186
557	141.5648548
558	141.2961545
559	141.0536405
560	139.933944
561	139.6649105
562	139.3992435
563	138.3128907
564	137.8202262
565	137.3397292
566	137.0157536
567	136.6974399
568	136.3846753
569	136.0834869
570	135.849485
571	134.7077247
572	134.4166572
573	134.2095834
574	133.1758912
575	132.7399123
576	132.4664227
577	132.2513944
578	131.9854249
579	131.7761373
580	130.8106156
581	130.6218908
582	129.6786805
583	129.4528807
584	128.5419198
585	128.3200608
586	127.4117478
587	127.1945742
588	126.9433498
589	125.8796529
590	125.6327365
591	124.7724618
592	124.5645048
593	124.1956763
594	123.8363917
595	123.6205929
596	122.7942633
597	122.5973069
598	121.5914395
599	120.7125382
600	120.5027952
601	120.2966566
602	120.1340641
603	119.9849433
604	119.1384845
605	118.9207451
606	118.0263651
607	117.834883
608	117.6937099
609	117.5072659
610	117.3594065
611	116.467776
612	116.3329887
613	115.4738046
614	115.2953627
615	114.7534718
616	114.1929779
617	113.4767981
618	112.9551315
619	112.776277
620	112.2702368
621	112.0945463
622	111.7861141
623	111.2781486
624	110.4807339
625	110.3116007
626	109.8293632
627	109.5324913
628	108.6843551
629	108.3915728
630	107.9303853
631	107.5591825
632	107.046315
633	106.7655924
634	106.0078806
635	105.7343589
636	105.2389447
637	104.8024356
638	104.4553833
639	104.1934454
640	103.4678328
641	102.9872979
642	102.6554707
643	102.3878394
644	101.88369
645	101.1947279
646	100.9495754
647	100.2596084
648	100.0204895
649	99.78577719
650	99.12158941
651	98.45677558
652	98.22857148
653	97.9956506
654	97.27229
655	97.04391879
656	96.41102103
657	96.14487282
658	95.56044358
659	95.34430872
660	94.87097021
661	94.65914247
662	94.03889587
663	93.83225171
664	93.64564488
665	92.97232819
666	92.51796673
667	92.30700162
668	91.86310718
669	91.43843543
670	91.00674636
671	90.81048732
672	90.22918746
673	89.69819803
674	89.5219973
675	89.06759534
676	88.8951894
677	88.37220222
678	88.17793396
679	87.67172089
680	87.48169224
681	86.99172722
682	86.80585479
683	86.62239194
684	86.1498262
685	85.97039134
686	85.5130269
687	85.33753974
688	85.16011208
689	84.77189639
690	84.60104641
691	84.16684311
692	83.9928689
693	83.82114225
694	83.4518801
695	83.28734003
696	82.91994274
697	82.75887947
698	82.40185706
699	82.23728291
700	81.83070132
701	81.67476259
702	81.51291425
703	81.25261601
704	80.87536121
705	80.47125602
706	80.31395954
707	79.95021052
708	79.65803972
709	79.50436599
710	79.35267432
711	79.20294024
712	78.8529616
713	78.46653917
714	78.31992276
715	78.17794364
716	77.99409903
717	77.84989454
718	77.51657801
719	77.19235919
720	76.87697606
721	76.56040445
722	76.42050639
723	76.1856706
724	75.92685584
725	75.78966026
726	75.65423806
727	75.16560525
728	74.83307182
729	74.36170422
730	73.92853876
731	73.79947155
732	73.29082037
733	72.84176586
734	72.67487606
735	72.28185121
736	71.85015838
737	71.68852771
738	71.32812903
739	71.20889349
740	70.70070659
741	70.54460304
742	70.2991777
743	70.18316235
744	69.92485958
745	69.81027895
746	69.57478673
747	69.3715382
748	69.25842933
749	68.87012915
750	68.62898468
751	68.51835883
752	68.14530075
753	68.03713736
754	67.8046999
755	67.51577193
756	67.40544692
757	67.19540489
758	67.08656331
759	66.73554349
760	66.62910867
761	66.44861437
762	66.11074934
763	66.00668773
764	65.7124899
765	65.49494427
766	65.04174094
767	64.78763978
768	64.57934196
769	64.32342873
770	63.88884161
771	63.6261005
772	63.3958712
773	63.19528208
774	62.96005685
775	62.42860847
776	61.97118518
777	61.81290835
778	61.36604283
779	61.13292297
780	60.69729282
781	60.45132188
782	60.02553232
783	59.74735458
784	59.52622793
785	59.1140778
786	58.88721628
787	58.74230465
788	58.34147234
789	58.08833153
790	57.69681471
791	57.45115319
792	57.08304971
793	56.80378012
794	56.44730899
795	56.21650408
796	55.86975318
797	55.76974444
798	55.42212043
799	55.2015938
800	54.87284612
801	54.50515211
802	54.16031771
803	53.84444142
804	53.50028552
805	53.16832694
806	52.84325287
807	52.6317111
808	52.31714146
809	51.9945499
810	51.69147681
811	51.3974128
812	51.11209144
813	50.91135206
814	50.65134269
815	50.35047382
816	50.09800793
817	49.83610194
818	49.59716939
819	49.3493672
820	49.00917742
821	48.74726091
822	48.56218863
823	48.38118876
824	48.13543758
825	47.94640868
826	47.77258665
827	47.60258638
828	47.36907257
829	47.11660434
830	46.95233008
831	46.76241053
832	46.52150342
833	46.2865689
834	46.10663331
835	45.84167076
836	45.56931423
837	45.34112776
838	45.1062491
839	44.85415264
840	44.56970347
841	44.34406298
842	44.10324938
843	43.92676269
844	43.75535044
845	43.53674357
846	43.26993955
847	43.00846718
848	42.79877289
849	42.54396916
850	42.34141785
851	42.09310769
852	41.92834746
853	41.78260113
854	41.63986235
855	41.41058837
856	41.15550253
857	40.9325969
858	40.78584469
859	40.64704269
860	40.50413616
861	40.36832008
862	40.22915235
863	40.03639424
864	39.91169315
865	39.63358887
866	39.49958685
867	39.37813297
868	39.21755958
869	39.09883505
870	38.97177389
871	38.73353255
872	38.58963597
873	38.47011185
874	38.16934075
875	38.09186455
876	37.8524759
877	37.62767083
878	37.55257609
879	37.33957829
880	37.2656067
881	37.01546151
882	36.94300483
883	36.87165763
884	36.62856096
885	36.48675306
886	36.3782312
887	36.16875218
888	36.09921461
889	36.03073908
890	35.81844835
891	35.66313272
892	35.59622567
893	35.40847245
894	35.25880634
895	35.19334729
896	35.12887758
897	34.9016763
898	34.83850982
899	34.6231494
900	34.57209308
901	34.39193693
902	34.17446399
903	34.01469573
904	33.80378377
905	33.65743517
906	33.5973977
907	33.51542717
908	33.34634198
909	33.16290102
910	33.0840618
911	32.93669915
912	32.7494903
913	32.63793241
914	32.46029377
915	32.35739772
916	32.1851482
917	32.07668679
918	31.95106594
919	31.82822088
920	31.63986668
921	31.45627306
922	31.31696746
923	31.13858826
924	31.04337764
925	30.87056726
926	30.69553361
927	30.53500041
928	30.36584304
929	30.20136303
930	30.10868748
931	30.01762838
932	29.92815741
933	29.76723867
934	29.61038774
935	29.5454423
936	29.42586652
937	29.36548212
938	29.21068157
939	29.12483902
940	28.98690088
941	28.8397404
942	28.69519918
943	28.60732825
944	28.46116
945	28.31917606
946	28.17971768
947	28.0939417
948	27.95686555
949	27.81758359
950	27.67165479
951	27.58798661
952	27.4471927
953	27.31478658
954	27.23319468
955	27.122047
956	26.99188277
957	26.86403309
958	26.7688232
959	26.64826296
960	26.51700969
961	26.3924249
962	26.30012404
963	26.22792158
964	26.12095925
965	26.06619851
966	25.92718806
967	25.78674752
968	25.7199402
969	25.6165407
970	25.49662858
971	25.36451817
972	25.22931995
973	25.19623605
974	25.16362246
975	25.07518617
976	24.98832542
977	24.8734302
978	24.78691719
979	24.66879817
980	24.57597293
981	24.49182105
982	24.37003351
983	24.31920623
984	24.26918032
985	24.23749712
986	24.1881993
987	24.15689526
988	23.98575594
989	23.95478148
990	23.90642294
991	23.73968213
992	23.70897472
993	23.67869111
994	23.63125279
995	23.46870532
996	23.43868161
997	23.3508484
998	23.32129017
999	23.27492102
